balance type,amount,description,balance after update
NTC,38,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 10:47:00
AXIATA,12,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 10:47:15
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 10:47:22
NTC,22,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 10:47:25
NTC,10,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 10:48:58
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 10:49:03
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 10:52:12
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 10:56:56
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 10:59:56
NTC,300,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:03:53
NTC,300,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:03:59
NTC,204,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:04:10
AXIATA,300,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:04:25
AXIATA,99,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:04:29
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:07:06
NTC,10,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:09:01
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:09:10
NTC,100,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:10:56
NTC,100,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:11:10
NTC,100,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:11:12
NTC,10,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:11:16
AXIATA,44,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:11:24
NTC,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:22:03
NTC,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:22:11
NTC,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:22:16
NTC,134,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:22:20
AXIATA,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:22:22
AXIATA,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:22:26
AXIATA,138,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:22:28
NTC,100,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:25:54
NTC,100,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:25:56
NTC,4,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:26:00
AXIATA,51,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:26:03
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:26:56
NTC,12,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:32:01
AXIATA,3,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:32:17
NTC,100,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:33:54
NTC,100,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:33:56
NTC,5,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:33:59
AXIATA,89,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:34:00
NTC,16,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:34:55
AXIATA,6,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:34:58
NTC,66,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:35:02
AXIATA,48,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:35:04
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:35:14
NTC,18,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:37:04
AXIATA,10,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:37:09
NTC,36,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:37:13
AXIATA,14,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:37:15
NTC,84,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:40:03
AXIATA,57,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:40:08
NTC,12,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:41:56
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:41:58
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:45:56
NTC,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:48:56
NTC,74,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:49:00
AXIATA,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:49:08
AXIATA,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:49:13
AXIATA,26,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:49:17
NTC,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:49:32
NTC,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:49:48
NTC,28,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:49:59
AXIATA,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:50:03
AXIATA,10,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:50:09
NTC,148,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:50:18
AXIATA,44,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:50:35
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:58:54
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 11:59:54
NTC,100,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:13:58
NTC,100,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:14:01
NTC,100,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:14:03
NTC,100,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:14:09
NTC,100,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:14:12
NTC,83,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:14:16
AXIATA,100,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:14:18
AXIATA,55,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:14:22
NTC,61,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:15:55
AXIATA,13,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:16:02
NTC,100,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:16:07
NTC,100,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:16:12
NTC,70,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:16:16
AXIATA,100,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:16:19
AXIATA,100,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:16:22
AXIATA,30,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:16:26
NTC,100,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:20:53
NTC,92,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:20:58
AXIATA,91,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:21:00
NTC,100,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:21:04
NTC,96,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:21:17
AXIATA,100,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:21:22
AXIATA,87,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:21:25
AXIATA,5,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:24:58
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:25:57
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:31:55
NTC,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:44:54
NTC,196,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:45:02
NTC,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:45:08
NTC,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:45:13
NTC,96,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:45:21
AXIATA,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:45:28
AXIATA,108,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:45:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:49:55
AXIATA,5,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 13:04:54
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 13:14:55
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 13:15:57
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 13:26:57
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 13:29:56
NTC,300,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 13:48:55
NTC,105,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 13:48:58
AXIATA,129,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 13:49:02
NTC,36,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 13:53:54
AXIATA,12,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 13:53:57
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 14:30:55
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 14:40:00
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 15:22:06
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 15:30:02
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 15:31:00
