balance type,amount,description,balance after update
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:06:49
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:06:51
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:06:52
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:06:53
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:06:55
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:06:56
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:06:57
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:06:59
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:00
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:01
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:03
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:04
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:05
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:07
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:08
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:09
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:11
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:12
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:13
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:15
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:16
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:17
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:18
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:19
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:21
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:22
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:23
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:25
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:26
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:28
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:29
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:33
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:34
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:35
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:37
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:39
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:40
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:41
NTC,268,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:43
AXIATA,116,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:44
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:45
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:46
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:47
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:48
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:07:49
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:08:34
NTC,70,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:08:35
AXIATA,174,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:08:36
NTC,147,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:08:37
AXIATA,29,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:08:39
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:09:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:09:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:09:35
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:09:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:10:33
NTC,12,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:12:34
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:14:33
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:14:34
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:14:35
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:14:37
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:14:38
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:14:39
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:14:41
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:14:42
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:14:43
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:14:45
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:14:46
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:14:47
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:14:49
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:14:50
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:14:51
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:14:53
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:14:54
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:14:55
NTC,164,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:14:57
AXIATA,3,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:22:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:23:33
NTC,44,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:27:33
AXIATA,44,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:27:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:30:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:33:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:33:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:33:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:33:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:33:37
NTC,3,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:33:38
NTC,16,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:33:39
AXIATA,6,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:33:40
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:34:33
NTC,30,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:34:34
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:34:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:38:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:39:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:43:32
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:43:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:43:34
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:43:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:43:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:43:37
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:43:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:43:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:43:39
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:43:40
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:43:41
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:43:42
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:43:43
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:43:43
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:43:44
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:43:45
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:43:46
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:43:47
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:43:48
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:43:48
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:43:49
NTC,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:44:33
NTC,101,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:44:34
AXIATA,70,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:44:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:44:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:45:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:45:34
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:46:32
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:46:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:46:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:46:35
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:46:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:46:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:46:37
NTC,327,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:49:33
AXIATA,12,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 15:49:34
NTC,44,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:02:33
AXIATA,16,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:02:34
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:04:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:09:32
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:10:32
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:10:33
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:10:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:10:35
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:10:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:10:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:10:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:10:38
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:10:39
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:10:40
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:11:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:11:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:11:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:13:33
NTC,29,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:15:33
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:15:33
NTC,18,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:18:33
AXIATA,12,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:18:34
NTC,35,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:20:32
NTC,8,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:23:34
AXIATA,4,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:23:35
NTC,35,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:29:33
AXIATA,20,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:29:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:33:32
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:33:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:33:34
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:33:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:33:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:34:40
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:34:41
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:34:42
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:34:44
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:34:48
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:34:49
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:34:50
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:34:51
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:34:53
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:34:54
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:34:55
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:35:00
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:35:01
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:35:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:35:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:35:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:35:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:35:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:37:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:39:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:39:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:40:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:43:32
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:46:33
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:46:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:47:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:47:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:47:41
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:47:42
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:47:46
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:47:47
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:47:48
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:47:49
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:47:49
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:47:50
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:47:51
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:47:52
NTC,4,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:49:34
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 16:49:50
NTC,77,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:11:33
AXIATA,33,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:11:34
NTC,10,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:12:33
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:12:34
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:13:33
NTC,139,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:16:33
AXIATA,12,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:16:34
NTC,18,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:17:33
AXIATA,12,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:17:34
NTC,4,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:19:33
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:19:33
NTC,68,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:19:35
AXIATA,142,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:19:35
NTC,18,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:20:33
AXIATA,5,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:20:34
NTC,20,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:22:33
AXIATA,7,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:22:34
NTC,43,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:24:32
AXIATA,6,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:24:33
NTC,286,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:54:33
AXIATA,104,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:54:34
NTC,304,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:54:35
AXIATA,94,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:54:36
NTC,292,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:54:37
AXIATA,102,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:54:39
NTC,298,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:54:40
AXIATA,94,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:54:41
NTC,294,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:54:42
AXIATA,100,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:54:44
NTC,142,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:54:45
AXIATA,60,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:54:46
NTC,19,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:57:33
AXIATA,12,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:57:34
NTC,17,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:58:33
AXIATA,3,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:58:34
NTC,11,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:58:35
AXIATA,9,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:58:36
NTC,21,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:59:33
AXIATA,5,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 17:59:34
NTC,18,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:00:33
AXIATA,5,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:00:34
NTC,13,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:01:33
AXIATA,5,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:01:34
NTC,21,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:01:35
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:01:36
NTC,22,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:02:33
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:02:34
NTC,21,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:02:35
AXIATA,4,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:02:36
NTC,17,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:03:33
AXIATA,12,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:03:34
NTC,17,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:04:33
AXIATA,6,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:04:34
NTC,13,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:04:35
AXIATA,4,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:04:36
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:22:33
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:22:34
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:22:36
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:22:37
NTC,156,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:22:38
AXIATA,214,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:22:39
NTC,64,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:22:40
AXIATA,32,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:22:41
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:24:33
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:24:34
AXIATA,74,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:24:35
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:26:33
NTC,196,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:26:34
AXIATA,124,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:26:36
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:28:33
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:28:34
NTC,226,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:31:33
AXIATA,274,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:31:34
NTC,12,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:31:35
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:31:36
NTC,100000,[ alloted  ] balance alloted by admin,,2017-01-20 18:32:41
AXIATA,50000,[ alloted  ] balance alloted by admin,,2017-01-20 18:32:48
AXIATA,6,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:33:33
NTC,14,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:33:34
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:33:35
NTC,34,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:33:36
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:42:33
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:42:34
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:42:35
NTC,258,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:42:36
NTC,224,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:44:33
AXIATA,12,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:44:34
NTC,4,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 18:55:33
NTC,4,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 19:30:33
NTC,22,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 19:40:33
AXIATA,3,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 19:40:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 19:42:33
NTC,4,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 19:46:33
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 19:58:33
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 19:58:34
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 19:58:35
NTC,214,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 19:58:36
AXIATA,256,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 19:58:37
NTC,62,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 21:18:32
AXIATA,28,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 21:18:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 22:43:33
NTC,84,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 23:05:32
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-21 04:16:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-21 04:17:33
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-21 04:17:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-21 04:17:34
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-21 04:17:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-21 04:17:36
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-21 04:17:37
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-21 04:17:38
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-21 04:17:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-21 04:17:39
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-21 07:03:42
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-21 07:05:32
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-21 08:22:32
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-21 08:27:33
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-21 08:28:33
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-21 08:28:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-21 08:36:32
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-21 08:44:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-21 08:44:34
